"ID","JC_Maths_Points","Cog_VR_W2","Cog_NA_W2","Cog_Matrices_W2","SDQ_Emo_Res_PCG_W2","SDQ_Good_Conduct_PCG_W2","SDQ_Focus_Behav_PCG_W2","SDQ_Posi_Peer_PCG_W2","PCG_Educ_W2","SCG_Educ_W2","Income_Quin_Eq_W2","DEIS_W2","Fee_Paying_W2","Mixed_W2","Gender_YP_W2","LC_Maths_Points","Cog_Naming_Total_W3","Cog_Maths_Total_W3","Cog_Vocabulary_W3","SDQ_Emo_Res_PCG_W3","SDQ_Good_Conduct_PCG_W3","SDQ_Focus_Behav_PCG_W3","SDQ_Posi_Peer_PCG_W3","PCG_Educ_W3","SCG_Educ_W3","Income_Quin_Eq_W3","DEIS_W3","Fee_Paying_W3","Mixed_W3","Gender_YP_W3","JC_Maths_Standardized","LC_Maths_Standardized"
5744000,10,50,30,121,8,9,9,10,3,3,5,0,0,0,0,40,22,0,6,1,7,5,7,3,3,5,0,0,0,0,-0.0528199401458571,-0.741532072358467
5753000,9,55,65,129,6,7,9,9,6,5,5,0,1,1,0,100,21,2,9,7,7,8,6,6,5,5,0,1,1,0,-0.721144967941786,0.965621536995904
5754000,7,60,35,97,3,5,0,8,5,3,4,0,1,0,0,15,18,1,8,5,8,2,10,5,3,5,0,1,0,0,-2.05779502353364,-1.45284607625612
5759000,5,15,35,107,6,9,7,9,3,5,5,0,0,0,0,0,20,0,5,8,6,5,10,5,5,4,0,0,0,0,-3.3944450791255,-1.87963447859471
5765000,8,70,40,110,10,7,2,7,3,3,1,0,1,0,0,20,24,2,8,10,8,3,9,3,3,4,0,1,0,0,-1.38946999573772,-1.31058327547659
5767000,10,95,90,129,8,10,10,10,5,4,2,0,0,0,0,81,22,3,14,6,9,8,10,5,3,3,0,1,0,0,-0.0528199401458571,0.425022894033687
5771000,11,75,85,114,8,9,8,10,6,4,5,0,0,0,0,60,27,1,6,10,8,10,10,5,4,2,0,0,0,0,0.615505087650072,-0.172480869240343
5773000,11,75,50,117,8,10,10,10,2,4,2,0,0,1,0,35,25,1,12,9,9,9,8,2,4,3,0,0,1,0,0.615505087650072,-0.883794873137997
5774000,11,90,70,107,8,7,9,9,5,5,4,0,0,0,0,105,22,2,11,8,8,10,10,5,5,5,0,0,1,0,0.615505087650072,1.10788433777544
5789000,11,65,60,99,7,10,9,10,3,2,2,0,1,1,0,20,15,2,9,9,7,9,8,3,1,5,0,1,1,0,0.615505087650072,-1.31058327547659
5791000,11,90,40,129,8,8,9,10,3,3,5,0,0,0,0,20,24,2,9,8,7,9,7,3,3,3,0,0,0,0,0.615505087650072,-1.31058327547659
5793000,11,95,80,131,8,10,10,10,6,6,3,0,0,0,0,100,22,4,12,8,7,8,7,6,6,5,0,0,0,0,0.615505087650072,0.965621536995904
5796000,10,95,60,135,9,10,9,9,4,3,4,0,0,0,0,71,13,3,12,9,9,8,10,4,3,3,0,0,0,0,-0.0528199401458571,0.140497292474625
5797000,12,85,70,129,9,10,9,9,4,2,5,0,0,0,0,113,19,3,16,6,9,10,9,4,3,4,0,0,0,0,1.283830115446,1.33550481902268
5800000,12,45,75,110,10,10,8,10,4,4,3,0,0,0,0,110,22,4,8,8,9,8,10,4,4,4,0,0,0,0,1.283830115446,1.25014713855497
5801000,9,65,55,117,10,10,10,9,6,6,5,0,0,0,0,40,18,2,8,10,9,10,9,6,6,5,0,0,0,0,-0.721144967941786,-0.741532072358467
5802000,10,35,40,140,8,10,10,10,5,3,3,0,0,0,0,45,33,2,8,10,9,10,9,5,3,3,0,0,0,0,-0.0528199401458571,-0.599269271578936
5828000,10,95,80,161,10,10,8,8,6,5,4,0,0,0,0,102,33,2,17,10,9,7,7,6,5,4,0,0,0,0,-0.0528199401458571,1.02252665730772
5831000,10,55,45,117,5,8,6,8,5,3,5,0,0,0,0,37,18,3,6,3,7,6,8,5,3,5,0,0,0,0,-0.0528199401458571,-0.826889752826185
5842000,11,75,75,95,5,7,4,6,6,5,3,0,0,0,0,95,21,4,13,6,8,10,9,6,4,4,0,0,0,0,0.615505087650072,0.823358736216373
5849000,8,25,0,121,9,9,4,9,4,5,5,0,0,0,0,46,25,0,7,9,9,2,8,4,5,5,0,0,0,0,-1.38946999573772,-0.570816711423029
5850000,11,90,65,135,8,9,8,7,6,4,1,0,1,0,0,81,30,3,14,8,9,8,9,6,4,5,0,1,1,0,0.615505087650072,0.425022894033687
5852000,9,45,35,99,6,6,2,9,3,3,5,0,0,1,0,20,21,0,8,7,6,5,10,3,3,4,0,0,1,0,-0.721144967941786,-1.31058327547659
5853000,10,55,50,95,10,10,8,10,3,3,5,0,0,0,0,85,14,2,7,9,9,9,10,3,3,5,0,0,0,0,-0.0528199401458571,0.538833134657312
5873000,11,80,60,114,7,10,10,9,3,2,2,0,0,1,0,60,29,3,7,2,8,8,6,3,2,3,0,0,1,0,0.615505087650072,-0.172480869240343
5875000,10,60,60,95,5,8,10,8,3,4,1,0,0,0,0,75,19,2,8,6,9,10,10,3,4,5,0,0,0,0,-0.0528199401458571,0.25430753309825
5878000,7,25,15,121,7,6,5,10,3,2,4,0,0,1,0,20,18,0,6,6,4,5,6,3,2,4,0,0,1,0,-2.05779502353364,-1.31058327547659
5881000,10,45,55,129,9,8,7,9,5,3,3,0,0,1,0,81,17,3,6,4,6,8,8,5,3,4,0,0,1,0,-0.0528199401458571,0.425022894033687
5883000,12,85,55,121,9,10,10,9,4,6,5,0,0,1,0,105,24,3,13,10,9,10,9,6,4,5,0,1,1,0,1.283830115446,1.10788433777544
5902000,8,70,60,95,10,9,7,10,4,4,4,0,0,1,0,45,25,2,7,9,9,10,10,4,3,3,0,0,1,0,-1.38946999573772,-0.599269271578936
5918000,10,65,75,110,7,9,7,7,2,4,4,0,0,1,0,46,26,3,8,9,9,9,8,2,4,3,0,0,1,0,-0.0528199401458571,-0.570816711423029
5919000,9,60,65,117,10,10,4,10,3,3,4,0,0,1,0,46,20,3,10,7,9,8,10,3,3,4,0,0,1,0,-0.721144967941786,-0.570816711423029
5921000,11,70,80,135,9,9,10,9,3,5,4,0,0,1,0,102,21,4,10,10,9,10,8,3,5,4,0,0,1,0,0.615505087650072,1.02252665730772
5922000,11,75,40,117,6,8,7,10,4,3,5,0,0,1,0,91,20,4,14,8,9,10,10,4,3,5,0,0,1,0,0.615505087650072,0.709548495592749
5924000,12,90,40,135,5,9,9,4,5,4,3,0,0,0,0,81,20,3,16,7,6,9,6,6,4,2,0,0,0,0,1.283830115446,0.425022894033687
5929000,10,60,35,95,7,10,9,10,4,2,4,0,0,0,0,46,15,1,10,7,9,9,10,3,2,3,0,0,0,0,-0.0528199401458571,-0.570816711423029
5936000,10,50,55,129,5,9,9,10,2,3,3,0,0,1,0,37,39,2,9,9,9,10,10,2,3,3,0,0,1,0,-0.0528199401458571,-0.826889752826185
5956000,11,100,85,95,7,7,10,7,4,4,3,0,0,1,0,60,30,2,14,7,8,10,4,4,4,4,0,0,1,0,0.615505087650072,-0.172480869240343
5961000,11,60,55,99,9,8,8,10,6,6,5,0,0,1,0,91,30,1,8,10,9,9,10,6,6,4,0,0,1,0,0.615505087650072,0.709548495592749
5962000,8,60,45,114,10,10,10,8,6,5,5,0,1,1,0,20,16,2,9,7,8,9,8,6,6,5,0,0,1,0,-1.38946999573772,-1.31058327547659
5963000,11,60,55,103,9,10,7,10,6,5,4,0,1,0,0,50,29,1,10,9,9,9,10,6,5,5,0,1,0,0,0.615505087650072,-0.457006470799405
5964000,11,60,50,129,10,10,9,10,5,6,5,0,1,0,0,85,28,3,5,9,9,9,10,4,6,5,0,1,0,0,0.615505087650072,0.538833134657312
5971000,11,90,80,124,10,10,10,10,3,2,1,0,0,0,0,110,18,3,13,10,8,9,9,3,2,4,0,0,0,0,0.615505087650072,1.25014713855497
5990000,8,80,55,110,10,9,8,10,3,5,5,0,0,1,0,15,22,1,7,9,8,9,10,3,5,5,0,0,1,0,-1.38946999573772,-1.45284607625612
6001000,11,80,85,121,6,9,5,7,3,5,3,0,0,0,0,113,33,4,12,6,8,8,9,3,5,4,0,0,0,0,0.615505087650072,1.33550481902268
6018000,9,60,35,114,5,9,5,10,3,3,4,0,0,0,0,20,20,1,5,5,7,6,9,3,3,3,0,0,0,0,-0.721144967941786,-1.31058327547659
6020000,10,95,50,124,9,10,9,10,4,2,3,0,0,1,0,37,24,3,14,8,8,9,10,3,2,3,0,0,1,0,-0.0528199401458571,-0.826889752826185
6024000,9,40,65,117,10,8,3,9,6,2,4,0,0,0,0,45,12,2,7,10,7,7,10,6,2,5,0,0,0,0,-0.721144967941786,-0.599269271578936
6026000,8,20,40,121,9,9,9,10,1,2,2,1,0,1,0,28,19,2,6,9,8,9,9,1,2,2,1,0,1,0,-1.38946999573772,-1.08296279422934
6044000,8,45,30,99,5,8,4,6,4,3,5,0,0,1,0,28,25,1,7,7,9,9,8,4,3,5,0,1,1,1,-1.38946999573772,-1.08296279422934
6052000,8,40,75,131,7,9,8,10,4,4,4,0,0,0,0,40,37,0,9,1,8,6,5,4,4,5,0,0,0,0,-1.38946999573772,-0.741532072358467
6053000,11,75,50,129,10,10,8,10,4,4,3,0,0,0,0,95,29,4,7,9,9,10,7,3,3,5,0,0,0,0,0.615505087650072,0.823358736216373
6058000,10,70,70,135,9,9,10,9,3,2,3,0,0,0,0,46,26,2,15,7,8,10,7,3,1,3,0,0,0,0,-0.0528199401458571,-0.570816711423029
6078000,10,75,30,124,10,10,9,9,4,6,5,0,0,0,0,46,21,2,9,9,9,10,9,6,6,5,0,0,0,0,-0.0528199401458571,-0.570816711423029
6088000,10,75,70,103,7,9,10,9,5,4,5,0,0,0,0,115,29,2,11,7,8,10,9,5,4,5,0,0,0,0,-0.0528199401458571,1.3924099393345
6111000,10,50,70,89,6,10,9,10,2,2,3,0,0,1,0,35,18,0,8,6,9,10,8,2,2,2,0,0,1,0,-0.0528199401458571,-0.883794873137997
6127000,10,95,35,110,9,10,10,10,6,5,4,0,0,1,0,37,31,4,17,9,9,10,10,6,5,2,0,0,1,0,-0.0528199401458571,-0.826889752826185
6128000,10,100,75,121,4,8,8,10,3,6,3,0,0,1,0,45,16,2,16,8,9,10,8,4,6,4,0,0,1,0,-0.0528199401458571,-0.599269271578936
6130000,11,80,85,161,10,9,8,10,4,3,3,0,0,1,0,95,15,4,12,6,8,7,10,4,3,3,0,0,1,0,0.615505087650072,0.823358736216373
6133000,11,80,75,140,9,9,10,10,6,5,5,0,0,1,0,46,28,3,13,10,8,8,10,6,5,5,0,0,1,0,0.615505087650072,-0.570816711423029
6135000,11,20,30,117,8,10,9,10,6,3,3,0,0,1,0,90,24,2,8,10,9,10,10,5,3,4,0,0,1,0,0.615505087650072,0.681095935436843
6163000,9,65,65,117,10,8,8,10,4,3,3,0,0,0,0,46,28,3,8,10,7,5,10,3,3,3,0,0,0,0,-0.721144967941786,-0.570816711423029
6172000,11,85,90,107,10,10,10,10,4,4,5,0,0,1,0,91,26,4,11,10,9,9,6,4,6,5,0,0,1,0,0.615505087650072,0.709548495592749
6179000,11,70,70,82,10,9,10,10,5,4,5,0,0,1,0,85,24,2,13,10,9,10,9,5,4,4,0,0,1,0,0.615505087650072,0.538833134657312
6181000,11,85,75,103,5,10,10,9,5,6,4,0,1,0,0,102,20,3,12,8,8,10,10,5,6,5,0,1,0,0,0.615505087650072,1.02252665730772
6189000,10,40,40,107,10,10,8,10,3,4,4,0,0,0,0,45,25,3,10,10,9,10,10,3,4,4,0,0,0,0,-0.0528199401458571,-0.599269271578936
6190000,11,90,90,124,8,10,10,10,5,5,5,0,1,0,0,125,24,3,12,7,8,10,7,5,5,5,0,1,0,0,0.615505087650072,1.67693554089356
6192000,10,50,50,129,6,9,4,10,3,5,4,0,0,0,0,50,18,3,9,8,8,7,9,3,4,4,0,0,0,0,-0.0528199401458571,-0.457006470799405
6194000,10,55,55,128,8,9,7,10,3,2,3,0,0,1,0,56,29,2,11,8,8,7,10,3,2,2,0,0,1,0,-0.0528199401458571,-0.286291109863968
6202000,11,60,70,117,8,10,10,10,3,3,3,0,0,1,0,102,29,4,7,9,9,10,8,3,3,3,0,0,1,0,0.615505087650072,1.02252665730772
6204000,11,60,35,121,8,8,9,10,5,3,4,0,0,0,0,115,22,3,8,10,9,9,10,5,3,3,0,0,0,0,0.615505087650072,1.3924099393345
6209000,10,95,35,110,10,10,10,10,4,6,5,0,1,1,0,30,26,3,15,9,9,10,10,4,6,5,0,1,1,0,-0.0528199401458571,-1.02605767391753
6211000,10,70,55,129,10,10,10,10,4,5,4,0,0,0,0,28,18,1,8,10,9,10,10,4,5,4,0,0,0,0,-0.0528199401458571,-1.08296279422934
6212000,10,75,60,124,8,10,5,10,5,5,4,0,0,0,0,50,29,4,12,7,9,6,10,5,5,3,0,0,0,0,-0.0528199401458571,-0.457006470799405
6215000,12,85,85,124,4,8,7,6,5,6,4,0,0,1,0,102,19,4,10,6,8,10,9,5,5,4,0,0,1,0,1.283830115446,1.02252665730772
6229000,8,50,10,110,5,10,5,9,3,2,1,0,0,0,0,15,19,1,7,5,8,5,10,3,2,1,0,0,0,0,-1.38946999573772,-1.45284607625612
6232000,9,60,55,117,10,10,8,10,6,6,4,0,0,1,0,20,25,3,10,10,7,9,7,4,5,5,0,1,1,0,-0.721144967941786,-1.31058327547659
6238000,10,90,55,129,10,9,10,9,5,3,4,0,0,1,0,30,26,3,17,8,9,9,9,5,3,5,0,0,1,0,-0.0528199401458571,-1.02605767391753
6242000,11,95,55,140,10,10,10,10,6,6,5,0,0,1,0,115,25,2,16,7,9,9,9,6,6,3,0,0,1,0,0.615505087650072,1.3924099393345
6244000,8,80,35,121,3,10,10,8,3,3,4,0,0,1,0,46,18,3,9,5,9,10,9,3,3,5,0,0,1,0,-1.38946999573772,-0.570816711423029
6246000,10,65,60,107,10,10,10,10,5,4,5,0,0,0,0,37,23,3,11,7,9,9,10,6,4,4,0,0,0,0,-0.0528199401458571,-0.826889752826185
6248000,9,80,55,161,9,10,9,10,3,1,2,0,0,1,0,45,15,1,10,8,8,8,10,3,1,2,0,0,1,0,-0.721144967941786,-0.599269271578936
6249000,11,80,75,161,9,10,10,10,6,6,4,0,0,1,0,100,39,4,12,8,9,10,9,6,6,4,0,0,1,0,0.615505087650072,0.965621536995904
6254000,10,90,90,114,10,8,10,10,5,6,4,0,1,0,0,35,20,2,15,6,8,9,8,6,5,5,0,1,0,0,-0.0528199401458571,-0.883794873137997
6262000,12,90,80,129,5,8,9,7,4,4,3,0,0,0,0,102,28,4,14,8,8,10,9,4,4,2,0,0,0,0,1.283830115446,1.02252665730772
6278000,11,85,85,117,10,10,10,8,4,4,4,0,0,1,0,71,28,2,7,10,9,10,9,4,4,5,0,0,1,0,0.615505087650072,0.140497292474625
6280000,11,75,60,154,10,9,9,4,4,6,4,0,0,0,0,71,33,2,11,10,7,9,5,3,6,5,0,0,0,0,0.615505087650072,0.140497292474625
6281000,11,90,60,140,9,10,9,10,6,5,4,0,0,0,0,113,22,2,9,10,9,9,10,5,5,3,0,0,0,0,0.615505087650072,1.33550481902268
6283000,9,45,45,110,6,9,7,10,3,2,2,0,0,0,0,40,17,1,6,8,6,10,10,3,2,3,0,0,0,0,-0.721144967941786,-0.741532072358467
6288000,12,90,50,135,10,10,5,10,6,6,5,0,0,1,0,91,24,4,14,10,8,9,10,6,6,2,0,0,1,0,1.283830115446,0.709548495592749
6299000,6,40,20,107,9,10,10,8,6,4,4,0,0,0,0,15,17,0,3,2,7,8,7,6,4,4,1,0,1,0,-2.72612005132957,-1.45284607625612
6301000,9,90,65,135,7,10,9,10,4,6,5,0,0,0,0,46,35,3,14,3,9,7,10,4,6,5,0,0,0,0,-0.721144967941786,-0.570816711423029
6307000,6,30,20,107,9,10,8,8,4,2,5,0,0,0,0,15,12,1,5,7,9,10,10,4,2,4,0,0,0,0,-2.72612005132957,-1.45284607625612
6311000,9,85,95,110,10,10,10,10,4,4,2,0,0,0,0,28,36,3,9,9,7,10,10,4,4,3,0,0,0,0,-0.721144967941786,-1.08296279422934
6313000,11,70,75,95,8,9,8,10,4,6,5,0,0,0,0,102,27,3,7,8,8,8,10,4,6,5,0,0,0,0,0.615505087650072,1.02252665730772
6319000,12,70,75,114,8,10,10,9,5,5,5,0,0,0,0,113,20,3,9,6,8,10,9,5,5,5,0,0,0,0,1.283830115446,1.33550481902268
6329000,10,70,60,117,10,10,10,10,6,3,4,1,0,1,0,81,23,1,12,10,9,10,9,6,3,4,1,0,1,0,-0.0528199401458571,0.425022894033687
6338000,10,65,90,128,10,10,9,9,5,2,3,1,0,1,0,46,23,4,6,10,8,7,8,5,2,4,0,0,1,0,-0.0528199401458571,-0.570816711423029
6346000,10,55,70,99,10,10,9,10,3,3,3,1,0,1,0,85,16,4,9,9,9,10,10,3,2,3,1,0,1,0,-0.0528199401458571,0.538833134657312
6360000,11,80,80,129,9,9,5,10,3,3,2,1,0,1,0,56,27,4,12,7,9,9,9,3,3,1,1,0,1,0,0.615505087650072,-0.286291109863968
6361000,11,75,60,129,10,6,10,8,3,4,2,1,0,1,0,85,15,1,8,5,8,10,6,2,4,2,1,0,1,0,0.615505087650072,0.538833134657312
6381000,10,75,70,114,10,10,5,10,6,1,3,0,0,0,0,56,28,3,10,10,8,9,8,6,1,1,0,0,0,0,-0.0528199401458571,-0.286291109863968
6385000,8,55,35,110,5,8,6,8,4,3,2,0,0,1,0,20,14,1,8,8,7,9,8,4,3,2,0,0,1,0,-1.38946999573772,-1.31058327547659
6386000,6,80,65,114,10,8,5,10,3,3,2,0,0,1,0,0,14,3,7,10,6,5,8,3,3,3,0,0,1,0,-2.72612005132957,-1.87963447859471
6391000,7,70,65,117,8,10,10,10,5,5,4,0,0,1,0,25,23,2,6,8,8,10,10,2,2,4,0,0,1,0,-2.05779502353364,-1.16832047469706
6396000,10,75,45,121,7,8,8,10,6,4,4,0,0,1,0,45,16,1,8,4,8,9,9,6,4,4,0,0,1,0,-0.0528199401458571,-0.599269271578936
6399000,9,65,20,129,10,10,9,10,5,6,5,0,0,1,0,28,21,3,5,10,8,7,9,5,6,5,0,0,1,0,-0.721144967941786,-1.08296279422934
6404000,7,65,35,117,9,10,7,10,3,4,5,0,1,0,0,0,24,2,10,5,8,8,10,2,4,5,0,1,0,0,-2.05779502353364,-1.87963447859471
6405000,11,55,60,121,9,9,5,10,6,6,5,0,1,0,0,105,21,4,9,8,8,10,7,5,5,5,0,1,0,0,0.615505087650072,1.10788433777544
6407000,9,60,50,121,8,9,4,10,4,4,4,0,0,1,0,30,18,2,9,5,9,7,9,4,4,5,0,0,1,0,-0.721144967941786,-1.02605767391753
6412000,10,55,30,103,5,7,1,8,6,5,4,0,0,1,0,45,28,1,8,1,7,4,8,6,5,4,0,0,1,0,-0.0528199401458571,-0.599269271578936
6413000,11,90,55,117,10,10,10,10,6,6,5,0,0,0,0,60,21,1,13,9,8,10,9,6,6,5,0,0,0,0,0.615505087650072,-0.172480869240343
6416000,8,70,45,103,8,7,7,10,6,5,5,0,0,1,0,25,23,3,11,9,7,5,7,6,5,5,0,0,1,0,-1.38946999573772,-1.16832047469706
6418000,7,55,45,128,10,10,10,10,1,1,1,0,0,1,0,20,10,1,9,10,9,10,10,1,1,2,0,0,1,0,-2.05779502353364,-1.31058327547659
6419000,11,100,75,135,9,9,9,9,5,6,5,0,0,1,0,91,21,3,15,10,8,10,8,5,6,5,0,0,1,0,0.615505087650072,0.709548495592749
6424000,11,90,70,117,10,10,8,10,3,3,2,0,0,0,0,113,26,2,13,10,9,9,9,3,3,3,0,0,0,0,0.615505087650072,1.33550481902268
6432000,12,60,70,124,10,10,9,10,5,6,5,0,1,0,0,46,24,2,8,10,9,10,10,5,5,5,0,1,0,0,1.283830115446,-0.570816711423029
6460000,7,70,35,95,9,9,7,9,2,2,1,1,0,1,0,35,18,3,7,8,9,7,9,1,1,1,1,0,1,0,-2.05779502353364,-0.883794873137997
6463000,10,30,35,114,10,8,7,9,3,4,2,0,0,0,0,40,30,4,11,10,9,10,10,3,3,1,0,0,0,0,-0.0528199401458571,-0.741532072358467
6471000,8,55,15,117,7,10,7,7,5,6,1,0,0,0,0,25,20,2,9,7,8,9,9,5,6,2,0,0,0,0,-1.38946999573772,-1.16832047469706
6488000,11,85,75,110,8,10,10,9,5,4,4,0,0,1,0,50,19,4,9,6,9,8,9,5,3,5,0,0,1,0,0.615505087650072,-0.457006470799405
6491000,9,75,25,92,7,8,7,10,5,5,5,1,0,1,0,35,16,2,13,4,8,7,8,6,4,4,1,0,1,0,-0.721144967941786,-0.883794873137997
6492000,11,60,55,110,7,9,9,10,3,2,3,0,0,1,0,45,23,2,7,7,8,10,7,4,2,1,0,0,1,0,0.615505087650072,-0.599269271578936
6493000,10,80,65,103,9,8,9,10,4,2,3,0,0,0,0,80,30,3,15,10,7,8,10,3,2,4,0,0,0,0,-0.0528199401458571,0.396570333877781
6501000,12,25,25,103,10,10,9,9,4,5,5,0,0,1,0,90,19,2,4,8,8,9,9,4,5,5,0,0,1,0,1.283830115446,0.681095935436843
6506000,8,50,20,107,5,10,6,7,3,3,4,0,0,0,0,0,10,2,9,6,7,2,9,4,3,2,0,0,0,0,-1.38946999573772,-1.87963447859471
6508000,11,85,40,117,10,10,10,10,6,6,1,0,0,0,0,91,21,2,5,7,7,10,10,6,5,4,0,0,0,0,0.615505087650072,0.709548495592749
6522000,8,40,10,107,8,10,7,8,4,3,4,0,0,0,0,15,19,2,5,7,9,8,7,4,3,4,0,0,0,0,-1.38946999573772,-1.45284607625612
6525000,9,40,35,99,9,9,9,8,3,5,5,0,0,0,0,40,23,2,9,9,9,10,9,4,4,4,0,0,0,0,-0.721144967941786,-0.741532072358467
6533000,11,100,55,117,10,10,10,10,5,5,5,0,0,0,0,95,23,4,16,8,9,10,6,5,5,5,0,0,0,0,0.615505087650072,0.823358736216373
6544000,10,90,55,95,10,7,9,10,2,5,5,0,1,0,0,25,15,2,5,8,9,10,10,2,5,5,0,1,0,0,-0.0528199401458571,-1.16832047469706
6546000,12,95,90,140,8,10,9,9,5,5,5,0,1,0,0,110,26,4,14,7,9,8,10,5,5,5,0,1,0,0,1.283830115446,1.25014713855497
6547000,11,90,50,110,10,10,9,9,4,5,5,0,1,0,0,37,21,3,15,9,9,8,7,4,5,4,0,1,0,0,0.615505087650072,-0.826889752826185
6549000,11,50,30,124,8,7,4,10,4,5,5,0,1,0,0,91,19,2,6,5,6,1,9,4,5,5,0,1,0,0,0.615505087650072,0.709548495592749
6550000,12,75,65,110,10,10,10,10,6,6,5,0,1,0,0,102,22,2,13,10,9,10,10,6,6,5,0,1,0,0,1.283830115446,1.02252665730772
6551000,8,40,0,121,7,10,4,9,5,6,5,0,1,0,0,28,19,1,8,9,9,7,9,5,6,5,0,1,0,0,-1.38946999573772,-1.08296279422934
6552000,9,85,55,114,10,10,10,10,5,6,4,0,1,0,0,40,30,3,14,10,7,10,9,5,5,4,0,1,0,0,-0.721144967941786,-0.741532072358467
6555000,10,80,65,124,8,9,7,10,5,5,5,0,1,0,0,50,20,4,10,8,8,7,9,5,5,5,0,1,0,0,-0.0528199401458571,-0.457006470799405
6562000,9,40,0,117,9,10,7,10,6,6,2,0,1,0,0,45,22,1,11,10,9,6,10,6,6,5,0,1,0,0,-0.721144967941786,-0.599269271578936
6565000,11,75,50,124,1,10,9,6,5,6,5,0,1,0,0,46,25,3,12,10,9,10,9,5,6,4,0,1,1,0,0.615505087650072,-0.570816711423029
6567000,12,90,80,154,8,10,7,9,3,3,4,0,1,0,0,102,23,3,15,9,8,6,9,3,3,4,0,1,0,0,1.283830115446,1.02252665730772
6568000,11,100,95,124,10,9,9,9,6,6,5,0,1,0,0,110,29,2,9,8,6,8,10,6,6,5,0,1,0,0,0.615505087650072,1.25014713855497
6574000,11,85,75,110,10,10,10,7,6,6,5,0,1,0,0,85,35,4,17,10,9,10,7,6,6,5,0,1,0,0,0.615505087650072,0.538833134657312
6582000,11,80,35,129,6,9,6,9,3,5,4,0,0,0,0,95,14,3,12,5,9,8,9,3,5,5,0,0,0,0,0.615505087650072,0.823358736216373
6589000,11,90,80,135,8,6,8,8,5,6,5,0,1,0,0,0,22,2,14,9,5,8,9,5,6,5,0,1,0,0,0.615505087650072,-1.87963447859471
6593000,12,90,40,129,10,10,8,8,5,6,5,0,0,0,0,105,28,4,12,10,9,9,9,5,6,5,0,0,0,0,1.283830115446,1.10788433777544
6599000,11,75,95,140,9,10,10,10,3,3,5,0,0,0,0,90,24,2,12,9,9,10,10,3,3,4,0,0,0,0,0.615505087650072,0.681095935436843
6602000,11,55,40,124,8,10,10,9,5,5,5,0,0,0,0,110,21,3,6,9,8,10,9,5,5,5,0,0,0,0,0.615505087650072,1.25014713855497
6603000,11,85,65,114,9,10,9,10,5,3,4,0,1,0,0,95,20,3,13,10,8,8,9,5,3,3,0,1,0,0,0.615505087650072,0.823358736216373
6605000,11,75,95,129,10,10,7,10,6,5,5,0,0,0,0,37,28,4,8,9,6,10,8,6,5,4,0,0,0,0,0.615505087650072,-0.826889752826185
6626000,11,70,80,107,10,10,9,10,6,2,4,0,0,1,0,113,13,3,9,10,9,9,8,6,2,3,0,0,1,0,0.615505087650072,1.33550481902268
6628000,10,35,50,135,10,10,9,10,4,3,3,0,0,1,0,40,25,2,6,10,9,10,10,4,4,5,0,0,1,0,-0.0528199401458571,-0.741532072358467
6631000,10,35,60,103,10,10,10,10,6,6,5,0,0,0,0,91,20,3,5,9,9,10,10,6,6,4,0,0,0,0,-0.0528199401458571,0.709548495592749
6632000,12,90,90,135,10,10,10,9,6,6,5,0,0,0,0,125,33,4,14,9,9,10,10,6,6,5,0,0,0,0,1.283830115446,1.67693554089356
6650000,6,60,25,10,6,6,4,8,3,3,1,0,0,0,0,15,21,1,7,4,6,7,7,3,1,3,0,0,0,0,-2.72612005132957,-1.45284607625612
6651000,12,90,85,117,10,9,10,10,4,3,1,0,0,1,0,113,22,3,17,9,8,9,10,5,3,1,0,0,1,0,1.283830115446,1.33550481902268
6653000,12,75,75,124,10,10,10,10,4,4,1,0,0,1,0,105,17,1,11,9,9,9,10,4,4,2,0,0,1,0,1.283830115446,1.10788433777544
6656000,10,75,60,129,9,8,10,8,3,4,5,0,0,1,0,30,19,4,11,9,7,10,8,3,3,4,0,0,1,0,-0.0528199401458571,-1.02605767391753
6657000,10,70,85,114,8,10,10,10,6,4,5,0,0,1,0,30,31,3,11,9,9,10,8,6,3,3,0,0,1,0,-0.0528199401458571,-1.02605767391753
6659000,11,65,50,128,10,9,9,10,4,3,4,0,0,1,0,85,21,3,12,10,9,10,9,4,2,3,0,0,1,0,0.615505087650072,0.538833134657312
6666000,9,80,75,117,10,10,10,10,4,4,2,0,0,1,0,37,17,3,7,8,9,7,10,4,4,2,0,0,1,0,-0.721144967941786,-0.826889752826185
6671000,8,75,15,129,9,10,7,10,5,3,3,0,0,0,0,45,23,1,13,6,9,5,9,5,3,2,0,0,0,0,-1.38946999573772,-0.599269271578936
6673000,8,65,30,103,9,9,7,10,3,3,4,0,0,1,0,45,24,2,5,9,7,6,10,3,3,5,0,0,1,0,-1.38946999573772,-0.599269271578936
6675000,12,70,55,117,10,9,10,8,6,6,5,0,0,0,0,45,19,3,13,10,8,10,7,5,5,5,0,0,1,0,1.283830115446,-0.599269271578936
6676000,11,55,70,121,8,6,5,6,3,3,3,0,0,0,0,71,21,2,5,7,5,5,9,3,3,4,0,0,0,0,0.615505087650072,0.140497292474625
6677000,11,60,65,110,10,8,8,9,4,6,5,0,0,1,0,102,10,2,11,10,7,7,5,4,6,4,0,0,1,0,0.615505087650072,1.02252665730772
6679000,11,80,40,121,10,10,8,10,6,5,5,0,0,1,0,71,16,3,6,9,9,9,10,6,5,4,0,0,1,0,0.615505087650072,0.140497292474625
