"Household_ID","LC_Did_English","Did_Maths","LC_Maths_Level","LC_English_Level","LC_Maths_Points","LC_English_Points","TIPI_Agreeable_YP_W4","TIPI_EmoStab_YP_W4","TIPI_Cons_YP_W4","TIPI_Extra_YP_W4","TIPI_Open_YP_W4","CognitiveNamingFruit_W4","TIPI_Agreeable_PCG_W4","TIPI_EmoStab_PCG_W4","TIPI_Cons_PCG_W4","TIPI_Extra_PCG_W4","TIPI_Open_PCG_W4","Grinds_All_Subjects_W4","Grinds_English_W4","Grinds_Maths_W4","TIPI_Extra_YP_W3","TIPI_Agreeable_YP_W3","TIPI_Cons_YP_W3","TIPI_EmoStab_YP_W3","TIPI_Open_YP_W3","TIPI_Extra_PCG_W3","TIPI_Agreeable_PCG_W3","TIPI_Cons_PCG_W3","TIPI_EmoStab_PCG_W3","TIPI_Open_PCG_W3","TIPI_Extra_SCG_W3","TIPI_Agreeable_SCG_W3","TIPI_Cons_SCG_W3","TIPI_EmoStab_SCG_W3","TIPI_Open_SCG_W3","SDQ_Emo_PCG_W3","SDQ_Conduct_PCG_W3","SDQ_Hyper_PCG_W3","SDQ_Peer_PCG_W3","SDQ_Emo_SCG_W3","SDQ_Conduct_SCG_W3","SDQ_Hyper_SCG_W3","SDQ_Peer_SCG_W3","Cog_Naming_Total_W3","Cog_Maths_Total_W3","Cog_Vocabulary_W3","Gender_YP_W3","PCG_Educ_W3","SCG_Educ_W3","Income_Quin_Eq_W3","DEIS_W3","School_Type_W3","Number_Boys_School_W3","Number_Girls_School_W3","SDQ_Emo_Res_PCG_W3","SDQ_Good_Conduct_PCG_W3","SDQ_Focus_Behav_PCG_W3","SDQ_Posi_Peer_PCG_W3","SDQ_Emo_Res_SCG_W3","SDQ_Good_Conduct_SCG_W3","SDQ_Focus_Behav_SCG_W3","SDQ_Posi_Peer_SCG_W3","Fee_Paying_W3","Non_Fee_Paying_W3","Vocational_W3","Community_College_W3","Comprehensive_School_W3","School_Gender_Type","Girls_Only_School","Boys_Only_School","Mixed_School","School_Gender_Type_W3","Girls_Only_School_W3","Boys_Only_School_W3","Mixed_School_W3"
1237000,1,1,"Ordinary","Higher",45,45,3.5,7,5.5,6.5,7,13,1,7,7,7,7,1,NA,NA,3.5,5,4,6,7,4,5,5,7,7,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,33,3,8,1,4,NA,4,0,2,3,3,10,9,10,10,NA,NA,NA,NA,0,1,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1
1239000,1,1,"Ordinary","Ordinary/Foundation",NA,NA,5,4,3.5,5.5,7,17,4.5,4.5,6,5.5,6.5,0,0,0,7,4.5,4,5,6.5,5.5,4.5,3.5,4.5,6,4,7,3.5,6.5,6,4,3,7,0,0,2,8,1,24,3,10,1,3,4,3,0,5,NA,NA,6,6,3,10,10,7,2,9,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
1241000,1,1,"Ordinary","Higher",37,37,4,3,6.5,4.5,7,14,6.5,4,4.5,4.5,5,1,0,1,4.5,4.5,6.5,3.5,6.5,6,5,5.5,6.5,7,3,6,6,5.5,4.5,0,1,1,0,0,2,3,1,26,3,10,1,3,3,4,NA,NA,NA,NA,10,8,9,10,10,7,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1244000,1,1,"Higher","Higher",102,NA,5,6.5,6,6,6,19,4.5,5,6.5,3.5,4,1,NA,NA,6.5,4.5,5.5,5.5,5.5,6.5,7,7,6,6.5,NA,NA,NA,NA,NA,1,0,1,2,NA,NA,NA,NA,26,4,13,1,5,NA,3,0,1,5,4,9,9,9,8,NA,NA,NA,NA,1,0,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1
1247000,1,1,"Higher","Higher",71,71,5.5,5,6,3.5,5.5,19,7,6.5,7,1.5,4.5,1,NA,NA,4,4,6,4.5,5.5,2,4.5,7,7,3.5,NA,NA,NA,NA,NA,2,0,2,0,NA,NA,NA,NA,23,3,12,1,3,NA,2,0,4,5,5,8,9,8,10,NA,NA,NA,NA,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1
1248000,1,1,"Higher","Higher",113,NA,6,6,4.5,5,4,11,4.5,7,7,2,4,1,NA,NA,3,7,4.5,7,4,1.5,7,4.5,6.5,4,4.5,7,4.5,6.5,3.5,0,0,2,0,0,0,1,1,17,4,12,1,5,4,5,0,4,5,5,10,9,8,10,10,9,9,9,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1
1249000,1,1,"Ordinary","Higher",20,20,5,2,4.5,6.5,5.5,6,6,5,7,4,4,0,NA,NA,6,3.5,4,2,4,4.5,5,4.5,3.5,1.5,6.5,6,4.5,1.5,6,0,1,1,2,0,0,4,2,12,2,11,1,3,4,3,0,4,5,5,10,8,9,8,10,9,6,8,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1
1250000,1,1,"Ordinary","Higher",40,40,6.5,4,4,2,5.5,19,4.5,5.5,4,5,4.5,0,NA,NA,4,6.5,6.5,3,7,5,6.5,7,7,6.5,5,7,4.5,5,7,1,2,2,1,4,0,2,0,24,2,9,1,3,2,2,0,4,5,5,9,7,8,9,6,9,8,10,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1
1251000,1,1,"Ordinary","Higher",45,45,6.5,2,4.5,3.5,4.5,25,5.5,4.5,6.5,4,4.5,0,NA,NA,3.5,6.5,6,4.5,6,5,7,5,5,5.5,4.5,7,5.5,6,7,1,0,4,0,3,1,4,0,28,2,5,1,3,3,4,0,4,5,5,9,9,6,10,7,8,6,10,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1
1252000,1,1,"Ordinary","Higher",30,30,5.5,6,6,4,3.5,15,4,5.5,2.5,4.5,4.5,0,NA,NA,6.5,6.5,7,7,6.5,7,7,7,7,4.5,6,6,6,6.5,4,0,0,0,0,0,0,2,3,30,4,10,1,2,3,4,0,4,5,5,10,9,10,10,10,9,8,7,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1
1257000,1,1,"Higher","Higher",105,NA,4,6,6,7,6.5,24,4.5,2,6.5,2.5,2.5,0,NA,NA,7,5.5,4.5,3.5,7,7,5,5,4,3.5,6.5,4.5,6.5,7,6,1,0,1,0,0,0,1,0,34,4,16,1,3,4,5,0,2,5,0,9,9,9,10,10,9,9,10,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
1259000,1,1,"Ordinary","Ordinary/Foundation",15,15,5,5.5,4,3.5,4.5,18,6,6.5,5,4.5,5.5,1,0,1,6,4,6,6,5,4,4.5,3,5,5,NA,NA,NA,NA,NA,6,1,5,4,NA,NA,NA,NA,32,1,7,1,3,NA,NA,0,2,5,0,4,8,5,6,NA,NA,NA,NA,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
1262000,NA,NA,NA,NA,NA,NA,4.5,7,6.5,3.5,6,10,6,5,4,4,7,0,1,1,7,3,6.5,7,7,3.5,4.5,3.5,6,4,NA,NA,NA,NA,NA,0,1,5,2,NA,NA,NA,NA,18,0,2,1,5,NA,1,1,3,5,4,10,8,5,8,NA,NA,NA,NA,0,0,1,0,0,"Mixed",0,0,1,"Mixed",0,0,1
1264000,1,1,"Ordinary","Ordinary/Foundation",40,40,5,5,6,2.5,3,9,7,7,7,5.5,5.5,0,NA,NA,2.5,7,7,7,6.5,4.5,6,5,4,5.5,4,6.5,4,7,3.5,0,0,0,0,0,0,1,0,17,4,10,1,4,2,2,NA,NA,NA,NA,10,9,10,10,10,9,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1266000,1,1,"Ordinary","Higher",35,35,4,6,4.5,4,4.5,24,4.5,6.5,7,4.5,6.5,1,NA,NA,5.5,4.5,4.5,5.5,5.5,4,7,5,7,4.5,3.5,5,6,7,7,0,0,0,1,0,0,1,0,33,3,12,1,6,2,5,0,4,5,5,10,9,10,9,10,9,9,10,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1
1269000,1,1,"Ordinary","Higher",35,35,4.5,4,6,6,6,17,2,5,6,4.5,2,1,1,1,5,6,4.5,5,6,6.5,7,4,6.5,4,6.5,4.5,4.5,6,4.5,1,0,6,0,1,0,5,0,29,4,9,1,5,3,4,0,2,5,0,9,9,4,10,9,9,5,10,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
1270000,1,1,"Higher","Higher",102,NA,1,7,7,1.5,5.5,12,7,3.5,6.5,6,3.5,0,NA,NA,4,2,7,5.5,6.5,6.5,5,7,6.5,4.5,7,5,3,4.5,6,1,1,0,1,2,0,2,1,24,3,6,1,3,2,1,0,2,5,0,9,8,10,9,8,9,8,9,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
1271000,1,1,"Higher","Higher",115,NA,3.5,6,5,4.5,4.5,16,6,5,7,3.5,4.5,0,NA,NA,3,3,4.5,4,4.5,4,6.5,4.5,6,5.5,6,6.5,4.5,7,5.5,0,0,2,1,0,0,1,0,32,4,16,1,3,3,NA,NA,NA,NA,NA,10,9,8,9,10,9,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1274000,NA,NA,NA,NA,NA,NA,6,3,7,3,5,11,4,5.5,6.5,4.5,4.5,0,0,1,4.5,7,4,7,4,4,6,5.5,4,5,4.5,4.5,4,2,4,3,3,7,2,5,2,7,1,NA,NA,NA,1,2,4,3,NA,NA,NA,NA,7,6,3,8,5,7,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1275000,1,1,"Ordinary","Ordinary/Foundation",15,15,3.5,7,3.5,5.5,6,21,5,6.5,6,6,4,1,0,0,6.5,3.5,3,6.5,6,6.5,3.5,5.5,6.5,7,NA,NA,NA,NA,NA,0,2,4,0,NA,NA,NA,NA,31,1,10,1,4,NA,4,0,3,5,5,10,7,6,10,NA,NA,NA,NA,0,0,1,0,0,"Mixed",0,0,1,"Mixed",0,0,1
1278000,1,1,"Higher","Higher",81,81,5,7,6,6,5.5,11,5,4.5,6.5,4.5,5,1,NA,NA,6,6,7,6.5,4.5,7,6,4.5,7,7,NA,NA,NA,NA,NA,1,1,4,4,NA,NA,NA,NA,26,4,9,1,3,NA,5,0,3,5,5,9,8,6,6,NA,NA,NA,NA,0,0,1,0,0,"Mixed",0,0,1,"Mixed",0,0,1
1279000,1,1,"Higher","Higher",125,NA,4,4.5,4,4,3,15,5,2,7,4,2,1,NA,NA,6.5,4.5,6.5,5.5,2,4.5,7,6,5,4,6,7,6,5,5,1,0,0,2,2,0,1,1,27,4,13,1,5,5,5,0,4,5,5,9,9,10,8,8,9,9,9,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1
1280000,1,1,"Higher","Higher",70,70,4.5,4,4,3.5,5,14,5.5,4,7,4,5,0,0,0,5.5,4.5,4.5,4.5,5,4.5,7,7,4.5,4,NA,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA,15,2,15,1,3,NA,5,0,5,5,5,10,9,8,10,NA,NA,NA,NA,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
1284000,1,1,"Ordinary","Higher",60,60,5,6.5,6,6,6,20,6,4.5,7,4,7,0,0,0,4.5,4,3.5,5,5,4,6.5,6,7,6,NA,NA,NA,NA,NA,0,0,2,1,NA,NA,NA,NA,31,2,7,1,3,NA,3,0,2,5,5,10,9,8,9,NA,NA,NA,NA,0,1,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1
1285000,1,1,"Higher","Higher",125,NA,4.5,6,6,5,6.5,19,5.5,5,6,3.5,4.5,1,NA,NA,5,6.5,6.5,6,6.5,4.5,6.5,7,7,5.5,3,7,7,7,4.5,0,0,0,1,0,0,0,3,31,4,9,1,5,4,3,0,NA,5,0,10,9,10,9,10,9,10,7,NA,NA,NA,NA,NA,"Boys Only",0,1,0,"Boys Only",0,1,0
1287000,1,1,"Foundation","Ordinary/Foundation",20,20,6.5,6,6.5,4.5,7,15,4,4,6.5,5.5,4.5,0,NA,NA,4,7,4,7,4,5,5,3,5.5,5.5,NA,NA,NA,NA,NA,3,2,4,1,NA,NA,NA,NA,19,1,5,1,2,NA,3,1,NA,3,2,7,7,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mixed",0,0,1,"Mixed",0,0,1
1288000,1,1,"Ordinary","Higher",45,45,3.5,5.5,4.5,5.5,5.5,18,7,4.5,6.5,6,2.5,1,NA,NA,5.5,2.5,4.5,6.5,5,5.5,4,5,5.5,4,NA,NA,NA,NA,NA,0,2,2,2,NA,NA,NA,NA,20,4,12,1,3,NA,4,0,2,5,0,10,7,8,8,NA,NA,NA,NA,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
1290000,NA,NA,NA,NA,NA,NA,3,5,5.5,4.5,7,NA,NA,NA,NA,NA,NA,0,NA,NA,5,5.5,6,5,6.5,3.5,6,5.5,6.5,7,NA,NA,NA,NA,NA,1,0,1,2,NA,NA,NA,NA,26,3,8,1,2,NA,1,NA,NA,NA,NA,9,9,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1291000,1,1,"Higher","Higher",95,95,5,5.5,5.5,5,4,12,4.5,4.5,4.5,4.5,5.5,0,NA,NA,4.5,4.5,7,6.5,4.5,4.5,7,7,7,4.5,7,5,6,4.5,5.5,1,2,2,2,2,2,2,1,19,4,6,1,3,2,2,0,2,5,5,9,7,8,8,8,7,8,9,0,1,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1
1292000,1,1,"Ordinary","Higher",28,28,4,5,4.5,6,6,NA,NA,NA,NA,NA,NA,1,NA,NA,5,5,5,5,5,6.5,6.5,3.5,6,7,NA,NA,NA,NA,NA,0,2,4,0,NA,NA,NA,NA,25,3,5,1,3,NA,5,0,2,5,0,10,7,6,10,NA,NA,NA,NA,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
1294000,1,1,"Ordinary","Higher",20,20,3.5,6,3,6,4.5,12,5.5,3.5,5.5,7,6.5,0,NA,NA,3.5,4,4.5,5.5,6.5,3,5,3.5,6.5,5.5,NA,NA,NA,NA,NA,0,1,3,0,NA,NA,NA,NA,20,2,8,1,4,NA,4,NA,4,4,4,10,8,7,10,NA,NA,NA,NA,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1
1296000,1,1,"Higher","Higher",90,90,4,6,5,5,5.5,13,5.5,5.5,5.5,2.5,4,1,NA,NA,4.5,4,6,6.5,6.5,6.5,6,7,6,6.5,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,35,3,8,1,3,NA,3,0,2,5,0,9,9,9,9,NA,NA,NA,NA,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
1299000,1,1,"Higher","Higher",71,71,6,1,3,3.5,3.5,10,4.5,6,6.5,6.5,6.5,1,NA,NA,5.5,5.5,5.5,2.5,3,2.5,6,6,6,2.5,2.5,6.5,5.5,6.5,4,1,0,3,1,1,1,6,1,19,3,6,1,4,2,3,0,2,3,3,9,9,7,9,9,8,4,9,0,1,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1
1301000,1,1,"Higher","Higher",105,NA,4.5,5,4.5,5.5,5.5,20,4.5,4,2.5,6,3.5,1,NA,NA,3,3,5.5,6,7,3,6,6.5,6,4.5,4,7,6,4.5,6,1,0,1,2,3,0,1,2,30,4,16,1,3,3,5,0,2,5,0,9,9,9,8,7,9,9,8,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
1302000,1,1,"Higher","Higher",90,90,6,6,5.5,5.5,4,17,6.5,3,6,4,5,1,NA,NA,6,5,4,6,5.5,6,3.5,6,2.5,3.5,NA,NA,NA,NA,NA,6,4,3,1,NA,NA,NA,NA,16,4,15,1,5,NA,5,0,2,5,0,4,5,7,9,NA,NA,NA,NA,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
1303000,1,1,"Higher","Higher",80,80,4.5,4,6.5,6.5,6.5,13,5,3.5,7,5,4,1,NA,NA,5,5.5,4,4.5,5,6,4,3,5.5,5.5,6.5,6,4,7,6.5,0,2,4,4,0,1,3,0,16,3,9,1,6,5,5,0,2,2,2,10,7,6,6,10,8,7,10,0,1,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1
1304000,1,1,"Ordinary","Higher",35,35,7,3,3,3.5,6.5,17,6.5,6,7,5,5,1,NA,NA,2.5,4.5,5,2.5,7,5,5,5,5,4.5,NA,NA,NA,NA,NA,4,1,3,2,NA,NA,NA,NA,17,2,16,1,3,NA,5,0,5,4,4,6,8,7,8,NA,NA,NA,NA,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
1305000,1,1,"Ordinary","Ordinary/Foundation",25,25,5.5,3.5,3.5,4.5,5.5,20,6,5.5,4,5,5.5,0,NA,NA,6,6.5,5,6.5,5.5,6,7,4.5,7,6.5,NA,NA,NA,NA,NA,2,2,2,0,NA,NA,NA,NA,19,2,13,1,2,NA,2,0,2,4,3,8,7,8,10,NA,NA,NA,NA,0,1,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1
1306000,1,1,"Ordinary","Higher",46,46,5.5,6,6,5,6,14,4,4,4,4,3.5,0,NA,NA,5.5,5.5,6,6,6,5,6,5.5,6,6.5,NA,NA,NA,NA,NA,0,0,2,1,NA,NA,NA,NA,19,3,5,1,2,NA,1,0,2,4,3,10,9,8,9,NA,NA,NA,NA,0,1,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1
1313000,1,1,"Higher","Higher",113,NA,5.5,3.5,3,1.5,6,15,7,4,5.5,1.5,7,0,NA,NA,2,5,3,3.5,5,1.5,4.5,3.5,3,6,3,6.5,7,4,5.5,7,3,4,2,5,1,2,0,31,3,12,1,4,3,5,NA,NA,NA,NA,3,6,6,8,5,8,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1315000,1,1,"Higher","Higher",113,NA,4,4.5,4,5.5,5,10,4.5,4.5,6.5,6.5,5.5,1,NA,NA,6.5,3,5,6.5,6.5,7,4,4.5,6.5,6.5,NA,NA,NA,NA,NA,1,2,3,0,NA,NA,NA,NA,18,3,15,1,6,NA,3,0,1,4,3,9,7,7,10,NA,NA,NA,NA,1,0,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1
1316000,1,1,"Ordinary","Higher",60,60,4.5,5.5,2.5,5.5,4.5,16,5,2.5,4.5,5.5,2,0,NA,NA,6,3,6,4,4.5,4,7,6.5,6,4.5,NA,NA,NA,NA,NA,4,0,7,0,NA,NA,NA,NA,28,0,15,1,3,NA,NA,0,3,4,3,6,9,3,10,NA,NA,NA,NA,0,0,1,0,0,"Mixed",0,0,1,"Mixed",0,0,1
1323000,1,1,"Ordinary","Higher",30,30,4.5,6.5,5.5,3,5.5,13,7,6.5,5,6,6,1,NA,NA,4.5,4.5,5.5,6,4,6,6.5,5,4.5,4.5,6,6.5,6.5,7,5.5,1,0,0,2,0,0,0,1,20,4,10,1,5,5,4,1,3,1,1,9,9,10,8,10,9,10,9,0,0,1,0,0,"Mixed",0,0,1,"Mixed",0,0,1
1325000,1,1,"Higher","Higher",71,71,6,7,3,4,4.5,12,4,6,6.5,5.5,4,1,NA,NA,3,4,4,7,4,3.5,4.5,3,6,4,4,5,3.5,7,4,1,0,7,2,0,0,5,2,20,2,10,1,2,3,5,0,2,2,2,9,9,3,8,10,9,5,8,0,1,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1
1326000,1,1,"Higher","Ordinary/Foundation",125,NA,4.5,5.5,5.5,2,4,13,4.5,6,6,5.5,5.5,0,NA,NA,2,4.5,4,6.5,3.5,3,5.5,5.5,7,6.5,3,5,5.5,6,6,0,0,3,4,2,0,3,2,29,0,NA,1,4,6,5,0,2,5,0,10,9,7,6,8,9,7,8,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
1328000,1,NA,NA,"Higher",NA,NA,7,6.5,4.5,4,5,17,5.5,5.5,7,4,7,1,NA,NA,4.5,5.5,6.5,6.5,3,1.5,6.5,5,3.5,6,1.5,6.5,6.5,6.5,7,5,0,2,3,1,0,0,1,15,3,7,1,5,3,5,0,2,5,0,5,9,8,7,9,9,10,9,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
1330000,1,1,"Ordinary","Ordinary/Foundation",0,0,6,7,6.5,7,5,9,6,5.5,5,4,7,0,NA,NA,4,4.5,6,5.5,6,6.5,6.5,6,7,7,3,3.5,5,2.5,3.5,0,1,0,1,6,7,10,2,20,3,4,1,3,2,2,0,2,5,0,10,8,10,9,4,2,0,8,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
1331000,1,1,"Higher","Higher",102,NA,4,3.5,3,1.5,4,12,5.5,6,4,2.5,4.5,1,NA,NA,2.5,3.5,3.5,4,5,2.5,6,5,6,4.5,1.5,4,4.5,6,6,0,2,2,4,1,4,0,4,21,4,16,1,6,6,5,0,2,4,4,10,7,8,6,9,5,10,6,0,1,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1
1334000,1,1,"Ordinary","Higher",60,60,6,4.5,6.5,4.5,6,16,4,2.5,4.5,5.5,5,0,NA,NA,5,4,7,4,4,6,5,6.5,4,4,3,6,6,3,4.5,1,1,1,1,4,0,4,2,33,3,15,1,3,4,NA,0,4,4,4,9,8,9,9,6,9,6,8,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1
1335000,1,1,"Ordinary","Higher",37,37,7,5,4,3.5,7,21,7,4.5,6.5,2.5,6.5,1,NA,NA,4.5,5.5,5,5.5,6,4.5,7,6.5,4.5,6.5,4.5,6,6,7,6.5,2,0,0,2,0,0,0,1,20,3,14,1,4,6,3,0,4,4,4,8,9,10,8,10,9,10,9,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1
1337000,1,1,"Higher","Higher",91,91,4,5,6,5,5.5,16,5.5,5.5,6,3,4,0,NA,NA,5.5,3.5,6,5,5.5,6.5,4.5,4,6.5,5.5,5,4.5,6,6,4,0,0,0,2,0,0,1,0,17,2,11,1,5,5,5,0,1,4,0,10,9,10,8,10,9,9,10,1,0,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
1338000,1,1,"Ordinary","Higher",46,46,2.5,7,5.5,4.5,7,6,6,6,6.5,1.5,6.5,1,NA,NA,5,4.5,4,5.5,5.5,4,6,6.5,4,4,NA,NA,NA,NA,NA,5,1,8,2,NA,NA,NA,NA,14,2,9,1,3,NA,5,0,4,4,4,5,8,2,8,NA,NA,NA,NA,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1
1343000,1,1,"Higher","Ordinary/Foundation",115,NA,4.5,6.5,6,6.5,6.5,18,6,6.5,6.5,4.5,6.5,0,NA,NA,5,4.5,5,5.5,5.5,4.5,6,5,6,6.5,NA,NA,NA,NA,NA,1,1,4,1,NA,NA,NA,NA,20,2,9,1,5,NA,3,1,3,3,1,9,8,6,9,NA,NA,NA,NA,0,0,1,0,0,"Mixed",0,0,1,"Mixed",0,0,1
1348000,1,1,"Ordinary","Higher",46,46,4,5.5,6,4.5,5.5,12,NA,NA,NA,NA,NA,0,NA,NA,5,5.5,6,6.5,6,4,6.5,4.5,6,5,4,6,6,6.5,5,2,0,2,1,3,0,0,3,20,2,10,1,3,3,4,0,3,4,4,8,9,8,9,7,9,10,7,0,0,1,0,0,"Mixed",0,0,1,"Mixed",0,0,1
1350000,1,1,"Ordinary","Higher",56,56,5,6.5,6.5,6.5,7,11,6.5,7,6,5.5,5.5,1,1,1,4.5,3.5,4.5,6,5.5,6.5,6.5,5.5,6.5,5.5,6,7,6.5,6.5,4.5,1,0,0,0,0,0,0,1,20,3,8,1,3,2,3,0,4,4,4,9,9,10,10,10,9,10,9,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1
1352000,1,1,"Higher","Higher",80,80,6.5,2.5,5.5,5,6.5,12,6.5,6,7,4,2,1,1,0,5.5,4,5.5,4.5,6.5,6.5,7,5.5,7,6.5,4.5,6.5,4,4.5,5,0,1,1,0,3,2,7,1,22,4,13,1,4,3,3,NA,NA,NA,NA,10,8,9,10,7,7,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1353000,1,1,"Higher","Ordinary/Foundation",75,75,6,6,6,3.5,6,10,7,6,6,6.5,6.5,1,NA,NA,4,4.5,5,5,5,7,7,4.5,7,7,2,7,7,7,6,2,0,3,1,0,0,0,2,16,4,9,1,2,2,1,NA,NA,NA,NA,8,9,7,9,10,9,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1354000,1,1,"Ordinary","Higher",28,28,4,6.5,6,5.5,7,14,4,4,4,4,4,1,NA,NA,4,3,1.5,6.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,5,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
1355000,1,1,"Ordinary","Higher",NA,NA,4,6,3,6.5,6.5,17,4,5.5,7,6.5,7,0,NA,NA,5.5,2,3,5.5,5,7,3,1.5,2.5,5.5,6.5,3,1,5,6,1,5,5,2,0,8,5,0,33,4,14,1,2,6,3,0,2,5,0,9,4,5,8,10,1,5,10,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
1356000,1,1,"Ordinary","Higher",30,30,5,4,6.5,4.5,5.5,10,5.5,5,7,3.5,5,1,NA,NA,5.5,5,6.5,6.5,6,4,5,4.5,6,6.5,5,4.5,4.5,5.5,5,3,2,3,1,2,2,0,4,31,3,12,1,3,6,2,0,2,5,0,7,7,7,9,8,7,10,6,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
1361000,1,1,"Higher","Higher",85,85,4,6.5,5,3.5,5.5,9,NA,NA,NA,NA,NA,1,NA,NA,2.5,4.5,5,4,4.5,6.5,4.5,5,6.5,6,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,19,3,9,1,3,NA,5,0,2,5,0,10,9,9,10,NA,NA,NA,NA,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
1365000,1,1,"Higher","Higher",110,NA,5,7,5.5,6,4.5,16,6.5,6,6.5,5,4,0,0,1,6.5,4.5,4,7,4.5,6,5,4,5,7,4.5,5,4,7,7,1,2,1,3,0,1,0,3,25,1,10,1,3,4,3,NA,NA,NA,NA,9,7,9,7,10,8,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1366000,1,1,"Higher","Ordinary/Foundation",85,85,4,2.5,2.5,3.5,4,13,5,5.5,4,3.5,5,0,NA,NA,2,3.5,2.5,3.5,3,3.5,7,4,4,4.5,NA,NA,NA,NA,NA,0,0,1,3,NA,NA,NA,NA,13,4,16,1,1,NA,3,NA,NA,NA,NA,10,9,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1373000,1,1,"Higher","Higher",90,90,4.5,6.5,6,7,6.5,16,2.5,7,7,6,4.5,0,NA,NA,6,3,6,6.5,5.5,6,4.5,7,7,4.5,5.5,4.5,5.5,5.5,5.5,0,1,0,1,0,2,3,1,32,4,8,1,3,4,NA,0,1,5,4,10,8,10,9,10,7,7,9,1,0,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1
